batch_number,production_line,done,created_at,updated_at,deleted_at
NG2_2024_5533,3,2024-08-07 00:00:00,,,
NG2_2024_5534,3,2024-08-08 00:00:00,,,
NG2_2024_5535,3,2024-08-09 00:00:00,,,
NG2_2024_5536,3,2024-08-09 00:00:00,,,
NG2_2024_5537,3,2024-08-10 00:00:00,,,
NG2_2024_5538,3,2024-08-11 00:00:00,,,
NG2_2024_5539,3,2024-08-12 00:00:00,,,
NG2_2024_5540,3,2024-08-13 00:00:00,,,
NG2_2024_5541,3,2024-08-14 00:00:00,,,
NG2_2024_5542,3,2024-08-15 00:00:00,,,
NG2_2024_5543,3,2024-08-16 00:00:00,,,
NG2_2024_5544,3,2024-08-17 00:00:00,,,
NG2_2024_5545,3,2024-08-17 00:00:00,,,
NG2_2024_5546,3,2024-08-18 00:00:00,,,
NG2_2024_5547,3,2024-08-19 00:00:00,,,
NG2_2024_5548,3,2024-08-20 00:00:00,,,
NG2_2024_5549,3,2024-08-21 00:00:00,,,
NG2_2024_5550,3,2024-08-22 00:00:00,,,
NG2_2024_5551,3,2024-08-23 00:00:00,,,
NG2_2024_5552,3,2024-08-24 00:00:00,,,
NG2_2024_5553,3,2024-08-25 00:00:00,,,
NG2_2024_5554,3,2024-08-25 00:00:00,,,
NG2_2024_5555,3,2024-08-26 00:00:00,,,
NG2_2024_5556,3,2024-08-27 00:00:00,,,
NG2_2024_5557,3,2024-08-28 00:00:00,,,
NG2_2024_5558,3,2024-08-29 00:00:00,,,
NG2_2024_5559,3,2024-08-30 00:00:00,,,
NG2_2024_5560,3,2024-08-31 00:00:00,,,
NG2_2024_5561,3,2024-08-31 00:00:00,,,
NG2_2024_5562,3,2024-09-01 00:00:00,,,
NG2_2024_5563,3,2024-09-02 00:00:00,,,
NG2_2024_5564,3,2024-09-03 00:00:00,,,
NG2_2024_5565,3,2024-09-04 00:00:00,,,
NG2_2024_5566,3,2024-09-05 00:00:00,,,
NG2_2024_5567,3,2024-09-06 00:00:00,,,
NG2_2024_5568,3,2024-09-07 00:00:00,,,
NG2_2024_5569,3,2024-09-08 00:00:00,,,
NG2_2024_5570,3,2024-09-09 00:00:00,,,
NG2_2024_5571,3,2024-09-10 00:00:00,,,
NG2_2024_5572,3,2024-09-10 00:00:00,,,
NG2_2024_5573,3,2024-09-11 00:00:00,,,
NG2_2024_5574,3,2024-09-12 00:00:00,,,
NG2_2024_5575,3,2024-09-13 00:00:00,,,
NG2_2024_5576,3,2024-09-14 00:00:00,,,
NG2_2024_5577,3,2024-09-15 00:00:00,,,
NG2_2024_5578,3,2024-09-16 00:00:00,,,
NG2_2024_5579,3,2024-09-16 00:00:00,,,
NG2_2024_5580,3,2024-09-17 00:00:00,,,
NG2_2024_5581,3,2024-09-18 00:00:00,,,
NG2_2024_5582,3,2024-09-19 00:00:00,,,
NG2_2024_5583,3,2024-09-20 00:00:00,,,
NG2_2024_5584,3,2024-09-21 00:00:00,,,
NG2_2024_5585,3,2024-09-21 00:00:00,,,
NG2_2024_5586,3,2024-09-22 00:00:00,,,
NG2_2024_5587,3,2024-09-23 00:00:00,,,
NG2_2024_5588,3,2024-09-24 00:00:00,,,
NG2_2024_5589,3,2024-09-25 00:00:00,,,
NG2_2024_5590,3,2024-09-26 00:00:00,,,
NG2_2024_5591,3,2024-09-27 00:00:00,,,
NG2_2024_5592,3,2024-09-27 00:00:00,,,
NG2_2024_5593,3,2024-09-28 00:00:00,,,
NG2_2024_5594,3,2024-09-29 00:00:00,,,
NG2_2024_5595,3,2024-09-30 00:00:00,,,
NG2_2024_5596,3,2024-10-01 00:00:00,,,
NG2_2024_5597,3,2024-10-02 00:00:00,,,
NG2_2024_5598,3,2024-10-02 00:00:00,,,
NG2_2024_5599,3,2024-10-03 00:00:00,,,
NG2_2024_5600,3,2024-10-04 00:00:00,,,
NG2_2024_5601,3,2024-10-05 00:00:00,,,
NG2_2024_5602,3,2024-10-06 00:00:00,,,
NG2_2024_5603,3,2024-10-07 00:00:00,,,
NG2_2024_5604,3,2024-10-07 00:00:00,,,
NG2_2024_5605,3,2024-10-08 00:00:00,,,
NG2_2024_5606,3,2024-10-09 00:00:00,,,
NG2_2024_5607,3,2024-10-10 00:00:00,,,
NG2_2024_5608,3,2024-10-11 00:00:00,,,
NG2_2024_5609,3,2024-10-12 00:00:00,,,
NG2_2024_5610,3,2024-10-13 00:00:00,,,
NG2_2024_5611,3,2024-10-13 00:00:00,,,
NG2_2024_5612,3,2024-10-14 00:00:00,,,
NG2_2024_5613,3,2024-10-15 00:00:00,,,
NG2_2024_5614,3,2024-10-16 00:00:00,,,
NG2_2024_5615,3,2024-10-17 00:00:00,,,
NG2_2024_5616,3,2024-10-18 00:00:00,,,
NG2_2024_5617,3,2024-10-18 00:00:00,,,
NG2_2024_5618,3,2024-10-19 00:00:00,,,
NG2_2024_5619,3,2024-10-20 00:00:00,,,
NG2_2024_5620,3,2024-10-21 00:00:00,,,
NG2_2024_5621,3,2024-10-22 00:00:00,,,
NG2_2024_5622,3,2024-10-23 00:00:00,,,
NG2_2024_5623,3,2024-10-23 00:00:00,,,
NG2_2024_5624,3,2024-10-24 00:00:00,,,
NG2_2024_5625,3,2024-10-25 00:00:00,,,
NG2_2024_5626,3,2024-10-26 00:00:00,,,
NG2_2024_5627,3,2024-10-27 00:00:00,,,
NG2_2024_5628,3,2024-10-28 00:00:00,,,
NG2_2024_5629,3,2024-10-29 00:00:00,,,
NG2_2024_5630,3,2024-10-29 00:00:00,,,
NG2_2024_5631,3,2024-10-30 00:00:00,,,
NG2_2024_5632,3,2024-10-31 00:00:00,,,
NG2_2024_5633,3,2024-11-01 00:00:00,,,
NG2_2024_5634,3,2024-11-02 00:00:00,,,
NG2_2024_5635,3,2024-11-03 00:00:00,,,
NG2_2024_5636,3,2024-11-04 00:00:00,,,
NG2_2024_5637,3,2024-11-05 00:00:00,,,
NG2_2024_5638,3,2024-11-05 00:00:00,,,
NG2_2024_5639,3,2024-11-06 00:00:00,,,
NG2_2024_5640,3,2024-11-07 00:00:00,,,
NG2_2024_5641,3,2024-11-08 00:00:00,,,
NG2_2024_5642,3,2024-11-09 00:00:00,,,
NG2_2024_5643,3,2024-11-10 00:00:00,,,
NG2_2024_5644,3,2024-11-11 00:00:00,,,
NG2_2024_5645,3,2024-11-11 00:00:00,,,
NG2_2024_5646,3,2024-11-12 00:00:00,,,
NG2_2024_5647,3,2024-11-13 00:00:00,,,
NG2_2024_5648,3,2024-11-14 00:00:00,,,
NG2_2024_5649,3,2024-11-15 00:00:00,,,
NG2_2024_5650,3,2024-11-16 00:00:00,,,
NG2_2024_5651,3,2024-11-16 00:00:00,,,
NG2_2024_5652,3,2024-11-17 00:00:00,,,
NG2_2024_5653,3,2024-11-18 00:00:00,,,
NG2_2024_5654,3,2024-11-19 00:00:00,,,
NG2_2024_5655,3,2024-11-20 00:00:00,,,
NG2_2024_5656,3,2024-11-21 00:00:00,,,
NG2_2024_5657,3,2024-11-21 00:00:00,,,
NG2_2024_5658,3,2024-11-22 00:00:00,,,
NG2_2024_5659,3,2024-11-23 00:00:00,,,
NG2_2024_5660,3,2024-11-24 00:00:00,,,
NG2_2024_5661,3,2024-11-25 00:00:00,,,
NG2_2024_5662,3,2024-11-26 00:00:00,,,
NG2_2024_5663,3,2024-11-27 00:00:00,,,
NG2_2024_5664,3,2024-11-28 00:00:00,,,
NG2_2024_5665,3,2024-11-28 00:00:00,,,
NG2_2024_5666,3,2024-11-29 00:00:00,,,
NG2_2024_5667,3,2024-11-30 00:00:00,,,
NG2_2024_5668,3,2024-12-01 00:00:00,,,
NG2_2024_5669,3,2024-12-02 00:00:00,,,
NG2_2024_5670,3,2024-12-02 00:00:00,,,
NG2_2024_5671,3,2024-12-03 00:00:00,,,
NG2_2024_5672,3,2024-12-04 00:00:00,,,
NG2_2024_5673,3,2024-12-05 00:00:00,,,
NG2_2024_5674,3,2024-12-06 00:00:00,,,
NG2_2024_5675,3,2024-12-07 00:00:00,,,
NG2_2024_5676,3,2024-12-08 00:00:00,,,
NG2_2024_5677,3,2024-12-09 00:00:00,,,
NG2_2024_5678,3,2024-12-09 00:00:00,,,
NG2_2024_5679,3,2024-12-10 00:00:00,,,
NG2_2024_5680,3,2024-12-11 00:00:00,,,
NG2_2024_5681,3,2024-12-12 00:00:00,,,
NG2_2024_5682,3,2024-12-13 00:00:00,,,
NG2_2024_5683,3,2024-12-13 00:00:00,,,
NG2_2024_5684,3,2024-12-14 00:00:00,,,
NG2_2024_5685,3,2024-12-15 00:00:00,,,
NG2_2024_5686,3,2024-12-16 00:00:00,,,
NG2_2024_5687,3,2024-12-17 00:00:00,,,
NG2_2024_5688,3,2024-12-18 00:00:00,,,
NG2_2024_5689,3,2024-12-19 00:00:00,,,
NG2_2024_5690,3,2024-12-20 00:00:00,,,
NG2_2024_5691,3,2024-12-21 00:00:00,,,
NG2_2024_5692,3,2024-12-21 00:00:00,,,
NG2_2024_5693,3,2024-12-22 00:00:00,,,
NG2_2024_5694,3,2024-12-23 00:00:00,,,
NG2_2024_5695,3,2024-12-24 00:00:00,,,
NG2_2024_5696,3,2024-12-25 00:00:00,,,
NG2_2024_5697,3,2024-12-26 00:00:00,,,
NG2_2024_5698,3,2024-12-27 00:00:00,,,
NG2_2024_5699,3,2024-12-27 00:00:00,,,
NG2_2024_5700,3,2024-12-28 00:00:00,,,
NG2_2024_5701,3,2024-12-29 00:00:00,,,
NG2_2024_5702,3,2024-12-30 00:00:00,,,
NG2_2024_5703,3,2024-12-31 00:00:00,,,
NG2_2024_5704,3,2025-01-01 00:00:00,,,
NG2_2024_5705,3,2025-01-01 00:00:00,,,
NG2_2024_5706,3,2025-01-02 00:00:00,,,
NG2_2024_5707,3,2025-01-03 00:00:00,,,
NG2_2024_5708,3,2025-01-04 00:00:00,,,
NG2_2024_5709,3,2025-01-05 00:00:00,,,
NG2_2024_5710,3,2025-01-06 00:00:00,,,
NG2_2024_5711,3,2025-01-06 00:00:00,,,
NG2_2025_5712,3,2025-01-07 00:00:00,,,
NG2_2025_5713,3,2025-01-08 00:00:00,,,
NG2_2025_5714,3,2025-01-09 00:00:00,,,
NG2_2025_5715,3,2025-01-10 00:00:00,,,
NG2_2025_5716,3,2025-01-11 00:00:00,,,
NG2_2025_5717,3,2025-01-12 00:00:00,,,
NG2_2025_5718,3,2025-01-13 00:00:00,,,
NG2_2025_5719,3,2025-01-14 00:00:00,,,
NG2_2025_5720,3,2025-01-14 00:00:00,,,
NG2_2025_5721,3,2025-01-15 00:00:00,,,
NG2_2025_5722,3,2025-01-16 00:00:00,,,
NG2_2025_5723,3,2025-01-17 00:00:00,,,
NG2_2025_5724,3,2025-01-18 00:00:00,,,
NG2_2025_5725,3,2025-01-19 00:00:00,,,
NG2_2025_5726,3,2025-01-19 00:00:00,,,
NG2_2025_5727,3,2025-01-20 00:00:00,,,
NG2_2025_5728,3,2025-01-21 00:00:00,,,
NG2_2025_5729,3,2025-01-22 00:00:00,,,
NG2_2025_5730,3,2025-01-23 00:00:00,,,
NG2_2025_5731,3,2025-01-24 00:00:00,,,
NG2_2025_5732,3,2025-01-25 00:00:00,,,
NG2_2025_5733,3,2025-01-26 00:00:00,,,
NG2_2025_5734,3,2025-01-27 00:00:00,,,
NG2_2025_5735,3,2025-01-28 00:00:00,,,
NG2_2025_5736,3,2025-01-29 00:00:00,,,
NG2_2025_5737,3,2025-01-30 00:00:00,,,
NG2_2025_5738,3,2025-01-30 00:00:00,,,
NG2_2025_5739,3,2025-01-31 00:00:00,,,
NG2_2025_5740,3,2025-02-01 00:00:00,,,
NG2_2025_5741,3,2025-02-02 00:00:00,,,
NG2_2025_5742,3,2025-02-03 00:00:00,,,
NG2_2025_5743,3,2025-02-04 00:00:00,,,
NG2_2025_5744,3,2025-02-05 00:00:00,,,
NG2_2025_5745,3,2025-02-05 00:00:00,,,
NG2_2025_5746,3,2025-02-06 00:00:00,,,
NG2_2025_5747,3,2025-02-07 00:00:00,,,
NG2_2025_5748,3,2025-02-08 00:00:00,,,
NG2_2025_5749,3,2025-02-09 00:00:00,,,
NG2_2025_5750,3,2025-02-10 00:00:00,,,
NG2_2025_5751,3,2025-02-10 00:00:00,,,
NG2_2025_5752,3,2025-02-11 00:00:00,,,
NG2_2025_5753,3,2025-02-12 00:00:00,,,
NG2_2025_5754,3,2025-02-13 00:00:00,,,
NG2_2025_5755,3,2025-02-14 00:00:00,,,
NG2_2025_5756,3,2025-02-15 00:00:00,,,
NG2_2025_5757,3,2025-02-16 00:00:00,,,
NG2_2025_5758,3,2025-02-16 00:00:00,,,
NG2_2025_5759,3,2025-02-17 00:00:00,,,
NG2_2025_5760,3,2025-02-18 00:00:00,,,
NG2_2025_5761,3,2025-02-19 00:00:00,,,
NG2_2025_5762,3,2025-02-20 00:00:00,,,
NG2_2025_5763,3,2025-02-21 00:00:00,,,
NG2_2025_5764,3,2025-02-21 00:00:00,,,
NG2_2025_5765,3,2025-02-22 00:00:00,,,
NG2_2025_5766,3,2025-02-23 00:00:00,,,
NG2_2025_5767,3,2025-02-24 00:00:00,,,
NG2_2025_5768,3,2025-02-25 00:00:00,,,
NG2_2025_5769,3,2025-02-26 00:00:00,,,
NG2_2025_5770,3,2025-02-26 00:00:00,,,
NG2_2025_5771,3,2025-02-27 00:00:00,,,
NG2_2025_5772,3,2025-02-28 00:00:00,,,
NG2_2025_5773,3,2025-03-01 00:00:00,,,
NG2_2025_5774,3,2025-03-02 00:00:00,,,
NG2_2025_5775,3,2025-03-02 00:00:00,,,
NG2_2025_5776,3,2025-03-03 00:00:00,,,
NG2_2025_5777,3,2025-03-04 00:00:00,,,
NG2_2025_5778,3,2025-03-05 00:00:00,,,
NG2_2025_5779,3,2025-03-06 00:00:00,,,
NG2_2025_5780,3,2025-03-07 00:00:00,,,
NG2_2025_5781,3,2025-03-07 00:00:00,,,
NG2_2025_5782,3,2025-03-08 00:00:00,,,
NG2_2025_5783,3,2025-03-09 00:00:00,,,
NG2_2025_5784,3,2025-03-10 00:00:00,,,
NG2_2025_5785,3,2025-03-11 00:00:00,,,
NG2_2025_5786,3,2025-03-12 00:00:00,,,
NG2_2025_5787,3,2025-03-13 00:00:00,,,
NG2_2025_5788,3,2025-03-13 00:00:00,,,
NG2_2025_5789,3,2025-03-14 00:00:00,,,
NG2_2025_5790,3,2025-03-15 00:00:00,,,
NG2_2025_5791,3,2025-03-16 00:00:00,,,
NG2_2025_5792,3,2025-03-17 00:00:00,,,
NG2_2025_5793,3,2025-03-18 00:00:00,,,
NG2_2025_5794,3,2025-03-19 00:00:00,,,
NG2_2025_5795,3,2025-03-19 00:00:00,,,
NG2_2025_5796,3,2025-03-20 00:00:00,,,
NG2_2025_5797,3,2025-03-21 00:00:00,,,
NG2_2025_5798,3,2025-03-22 00:00:00,,,
NG2_2025_5799,3,2025-03-23 00:00:00,,,
NG2_2025_5800,3,2025-03-24 00:00:00,,,
NG2_2025_5801,3,2025-03-24 00:00:00,,,
NG2_2025_5802,3,2025-03-25 00:00:00,,,
NG2_2025_5803,3,2025-03-26 00:00:00,,,
NG2_2025_5804,3,2025-03-27 00:00:00,,,
NG2_2025_5805,3,2025-03-28 00:00:00,,,
NG2_2025_5806,3,2025-03-29 00:00:00,,,
NG2_2025_5807,3,2025-03-29 00:00:00,,,
NG2_2025_5808,3,2025-03-30 00:00:00,,,
NG2_2025_5809,3,2025-03-31 00:00:00,,,
NG2_2025_5810,3,2025-04-01 00:00:00,,,
NG2_2025_5811,3,2025-04-02 00:00:00,,,
NG2_2025_5812,3,2025-04-03 00:00:00,,,
NG2_2025_5813,3,2025-04-04 00:00:00,,,
NG2_2025_5814,3,2025-04-05 00:00:00,,,
NG2_2025_5815,3,2025-04-06 00:00:00,,,
NG2_2025_5816,3,2025-04-07 00:00:00,,,
NG2_2025_5817,3,2025-04-08 00:00:00,,,
NG2_2025_5818,3,2025-04-09 00:00:00,,,
NG2_2025_5819,3,2025-04-10 00:00:00,,,
NG2_2025_5820,3,2025-04-11 00:00:00,,,
C23N144,2,2024-01-01 00:00:00,,,
C23N145,2,2024-01-02 00:00:00,,,
C23N146,2,2024-01-03 00:00:00,,,
C23N147,2,2024-01-04 00:00:00,,,
C23N148,2,2024-01-05 00:00:00,,,
C23N149,2,2024-01-06 00:00:00,,,
C23N150,2,2024-01-07 00:00:00,,,
C23N151,2,2024-01-08 00:00:00,,,
C23N152,2,2024-01-09 00:00:00,,,
C23N153,2,2024-01-10 00:00:00,,,
C23N154,2,2024-01-11 00:00:00,,,
C23N155,2,2024-01-12 00:00:00,,,
C23N156,2,2024-01-13 00:00:00,,,
C23N157,2,2024-01-14 00:00:00,,,
C23N158,2,2024-01-15 00:00:00,,,
C23N159,2,2024-01-16 00:00:00,,,
C23N160,2,2024-01-17 00:00:00,,,
C23N161,2,2024-01-18 00:00:00,,,
C23N162,2,2024-01-19 00:00:00,,,
C23N163,2,2024-01-20 00:00:00,,,
C23N164,2,2024-01-21 00:00:00,,,
C23N165,2,2024-01-22 00:00:00,,,
C23N166,2,2024-01-23 00:00:00,,,
C23N167,2,2024-01-24 00:00:00,,,
C23N168,2,2024-01-25 00:00:00,,,
C23N169,2,2024-01-26 00:00:00,,,
C23N170,2,2024-01-27 00:00:00,,,
C23N171,2,2024-01-28 00:00:00,,,
C23N172,2,2024-01-29 00:00:00,,,
C23N173,2,2024-01-30 00:00:00,,,
C23N174,2,2024-01-31 00:00:00,,,
C23N175,2,2024-02-01 00:00:00,,,
C23N176,2,2024-02-02 00:00:00,,,
C23N177,2,2024-02-03 00:00:00,,,
C23N178,2,2024-02-04 00:00:00,,,
C23N179,2,2024-02-05 00:00:00,,,
C23N180,2,2024-02-06 00:00:00,,,
C23N181,2,2024-02-07 00:00:00,,,
C23N182,2,2024-02-08 00:00:00,,,
C23N183,2,2024-02-09 00:00:00,,,
C23N184,2,2024-02-10 00:00:00,,,
C23N185,2,2024-02-11 00:00:00,,,
C23N186,2,2024-02-12 00:00:00,,,
C23N187,2,2024-02-13 00:00:00,,,
C23N188,2,2024-02-14 00:00:00,,,
C23N189,2,2024-02-15 00:00:00,,,
C23N190,2,2024-02-16 00:00:00,,,
C23N191,2,2024-02-17 00:00:00,,,
C23N192,2,2024-02-18 00:00:00,,,
C23N193,2,2024-02-19 00:00:00,,,
C23N194,2,2024-02-20 00:00:00,,,
C23N195,2,2024-02-21 00:00:00,,,
C23N196,2,2024-02-22 00:00:00,,,
C23N197,2,2024-02-23 00:00:00,,,
C23N198,2,2024-02-24 00:00:00,,,
C23N199,2,2024-02-25 00:00:00,,,
C23N200,2,2024-02-26 00:00:00,,,
C23N201,2,2024-02-27 00:00:00,,,
C23N202,2,2024-02-28 00:00:00,,,
C23N203,2,2024-02-29 00:00:00,,,
C23N204,2,2024-03-01 00:00:00,,,
C23N205,2,2024-03-02 00:00:00,,,
C23N206,2,2024-03-03 00:00:00,,,
C23N207,2,2024-03-04 00:00:00,,,
C23N208,2,2024-03-05 00:00:00,,,
C23N209,2,2024-03-06 00:00:00,,,
C23N210,2,2024-03-07 00:00:00,,,
C23N211,2,2024-03-08 00:00:00,,,
C23N212,2,2024-03-09 00:00:00,,,
C23N213,2,2024-03-10 00:00:00,,,
C23N214,2,2024-03-11 00:00:00,,,
C23N215,2,2024-03-12 00:00:00,,,
C23N216,2,2024-03-13 00:00:00,,,
C23N217,2,2024-03-14 00:00:00,,,
C23N218,2,2024-03-15 00:00:00,,,
C23N219,2,2024-03-16 00:00:00,,,
C23N220,2,2024-03-17 00:00:00,,,
C23N221,2,2024-03-18 00:00:00,,,
C23N222,2,2024-03-19 00:00:00,,,
C23N223,2,2024-03-20 00:00:00,,,
C23N224,2,2024-03-21 00:00:00,,,
C23N225,2,2024-03-22 00:00:00,,,
C23N226,2,2024-03-23 00:00:00,,,
C23N227,2,2024-03-24 00:00:00,,,
C23N228,2,2024-03-25 00:00:00,,,
C23N229,2,2024-03-26 00:00:00,,,
C23N230,2,2024-03-27 00:00:00,,,
C23N231,2,2024-03-27 00:00:00,,,
C23N232,2,2024-03-28 00:00:00,,,
C23N233,2,2024-03-29 00:00:00,,,
C23N234,2,2024-03-30 00:00:00,,,
C23N235,2,2024-03-31 00:00:00,,,
C23N236,2,2024-04-01 00:00:00,,,
C23N237,2,2024-04-02 00:00:00,,,
C23N238,2,2024-04-03 00:00:00,,,
C23N239,2,2024-04-04 00:00:00,,,
C23N240,2,2024-04-05 00:00:00,,,
C23N241,2,2024-04-06 00:00:00,,,
C23N242,2,2024-04-07 00:00:00,,,
C23N243,2,2024-04-08 00:00:00,,,
C23N244,2,2024-04-09 00:00:00,,,
C23N245,2,2024-04-10 00:00:00,,,
C23N246,2,2024-04-11 00:00:00,,,
C23N247,2,2024-04-12 00:00:00,,,
C23N248,2,2024-04-13 00:00:00,,,
C23N249,2,2024-04-14 00:00:00,,,
C23N250,2,2024-04-15 00:00:00,,,
C23N251,2,2024-04-16 00:00:00,,,
C23N252,2,2024-04-17 00:00:00,,,
C23N253,2,2024-04-18 00:00:00,,,
C23N254,2,2024-04-19 00:00:00,,,
C23N255,2,2024-04-20 00:00:00,,,
C23N256,2,2024-04-21 00:00:00,,,
C23N257,2,2024-04-22 00:00:00,,,
C23N258,2,2024-04-23 00:00:00,,,
C23N259,2,2024-04-24 00:00:00,,,
C23N260,2,2024-04-25 00:00:00,,,
C23N261,2,2024-04-26 00:00:00,,,
C23N262,2,2024-04-27 00:00:00,,,
C23N263,2,2024-04-28 00:00:00,,,
C23N264,2,2024-04-29 00:00:00,,,
C23N265,2,2024-04-30 00:00:00,,,
C23N266,2,2024-04-30 00:00:00,,,
C23N267,2,2024-04-30 00:00:00,,,
C23N268,2,2024-04-30 00:00:00,,,
C23N269,2,2024-05-01 00:00:00,,,
C23N270,2,2024-05-02 00:00:00,,,
C23N271,2,2024-05-03 00:00:00,,,
C23N272,2,2024-05-04 00:00:00,,,
C23N273,2,2024-05-04 00:00:00,,,
C23N274,2,2024-05-05 00:00:00,,,
C23N275,2,2024-05-06 00:00:00,,,
C23N276,2,2024-05-07 00:00:00,,,
C23N277,2,2024-05-08 00:00:00,,,
C23N278,2,2024-05-09 00:00:00,,,
C23N279,2,2024-05-10 00:00:00,,,
C23N280,2,2024-05-11 00:00:00,,,
C23N281,2,2024-05-11 00:00:00,,,
C23N282,2,2024-05-12 00:00:00,,,
C23N283,2,2024-05-13 00:00:00,,,
C23N284,2,2024-05-14 00:00:00,,,
C23N285,2,2024-05-15 00:00:00,,,
C23N286,2,2024-05-16 00:00:00,,,
C23N287,2,2024-05-17 00:00:00,,,
C23N288,2,2024-05-18 00:00:00,,,
C23N289,2,2024-05-18 00:00:00,,,
C23N290,2,2024-05-19 00:00:00,,,
C23N291,2,2024-05-20 00:00:00,,,
C23N292,2,2024-05-21 00:00:00,,,
C23N293,2,2024-05-22 00:00:00,,,
C23N294,2,2024-05-23 00:00:00,,,
C23N295,2,2024-05-24 00:00:00,,,
C23N296,2,2024-05-25 00:00:00,,,
C23N297,2,2024-05-26 00:00:00,,,
C23N298,2,2024-05-27 00:00:00,,,
C23N299,2,2024-05-28 00:00:00,,,
C23N300,2,2024-05-29 00:00:00,,,
C23N301,2,2024-05-30 00:00:00,,,
C23N302,2,2024-05-31 00:00:00,,,
C23N303,2,2024-06-01 00:00:00,,,
C23N304,2,2024-06-02 00:00:00,,,
C23N305,2,2024-06-02 00:00:00,,,
C23N306,2,2024-06-04 00:00:00,,,
C23N307,2,2024-06-04 00:00:00,,,
C23N308,2,2024-06-05 00:00:00,,,
C23N309,2,2024-06-06 00:00:00,,,
C23N310,2,2024-06-07 00:00:00,,,
C23N311,2,2024-06-08 00:00:00,,,
C23N312,2,2024-06-09 00:00:00,,,
C23N313,2,2024-06-10 00:00:00,,,
C23N314,2,2024-06-11 00:00:00,,,
C23N315,2,2024-06-11 00:00:00,,,
C23N316,2,2024-06-12 00:00:00,,,
C23N317,2,2024-06-13 00:00:00,,,
C23N318,2,2024-06-14 00:00:00,,,
C23N319,2,2024-06-15 00:00:00,,,
C23N320,2,2024-06-16 00:00:00,,,
C23N321,2,2024-06-17 00:00:00,,,
C23N322,2,2024-06-18 00:00:00,,,
C23N323,2,2024-06-19 00:00:00,,,
C23N324,2,2024-06-20 00:00:00,,,
C23N325,2,2024-06-21 00:00:00,,,
C23N326,2,2024-06-22 00:00:00,,,
C23N327,2,2024-06-23 00:00:00,,,
C23N328,2,2024-06-24 00:00:00,,,
C23N329,2,2024-06-25 00:00:00,,,
C23N330,2,2024-06-26 00:00:00,,,
C23N331,2,2024-06-27 00:00:00,,,
C23N332,2,2024-06-28 00:00:00,,,
C23N333,2,2024-06-28 00:00:00,,,
C23N334,2,2024-06-29 00:00:00,,,
C23N335,2,2024-07-01 00:00:00,,,
C23N336,2,2024-07-01 00:00:00,,,
C23N337,2,2024-07-02 00:00:00,,,
C23N338,2,2024-07-03 00:00:00,,,
C23N339,2,2024-07-04 00:00:00,,,
C23N340,2,2024-07-05 00:00:00,,,
C23N341,2,2024-07-06 00:00:00,,,
C23N342,2,2024-07-07 00:00:00,,,
C23N343,2,2024-07-08 00:00:00,,,
C23N344,2,2024-07-09 00:00:00,,,
C23N345,2,2024-07-10 00:00:00,,,
C23N346,2,2024-07-11 00:00:00,,,
C23N347,2,2024-07-12 00:00:00,,,
C23N348,2,2024-07-13 00:00:00,,,
C23N349,2,2024-07-14 00:00:00,,,
C23N350,2,2024-07-15 00:00:00,,,
C23N351,2,2024-07-16 00:00:00,,,
C23N352,2,2024-07-17 00:00:00,,,
C23N353,2,2024-07-18 00:00:00,,,
C23N354,2,2024-07-19 00:00:00,,,
C23N355,2,2024-07-20 00:00:00,,,
C23N356,2,2024-07-21 00:00:00,,,
C23N357,2,2024-07-22 00:00:00,,,
C23N358,2,2024-07-23 00:00:00,,,
C23N359,2,2024-07-24 00:00:00,,,
C23N360,2,2024-07-25 00:00:00,,,
C23N361,2,2024-07-26 00:00:00,,,
C23N362,2,2024-07-27 00:00:00,,,
C23N363,2,2024-07-28 00:00:00,,,
C23N364,2,2024-07-29 00:00:00,,,
C23N365,2,2024-07-30 00:00:00,,,
C23N366,2,2024-07-30 00:00:00,,,
C23N367,2,2024-07-31 00:00:00,,,
C23N368,2,2024-08-01 00:00:00,,,
C23N369,2,2024-08-02 00:00:00,,,
C23N370,2,2024-08-03 00:00:00,,,
C23N371,2,2024-08-04 00:00:00,,,
C23N372,2,2024-08-05 00:00:00,,,
C23N373,2,2024-08-06 00:00:00,,,
C23N374,2,2024-08-07 00:00:00,,,
C23N375,2,2024-08-09 00:00:00,,,
C23N376,2,2024-08-10 00:00:00,,,
C23N377,2,2024-08-11 00:00:00,,,
C23N378,2,2024-08-12 00:00:00,,,
C23N379,2,2024-08-13 00:00:00,,,
C23N380,2,2024-08-14 00:00:00,,,
C23N381,2,2024-08-15 00:00:00,,,
C23N382,2,2024-08-16 00:00:00,,,
C23N383,2,2024-08-17 00:00:00,,,
C23N384,2,2024-08-18 00:00:00,,,
C23N385,2,2024-08-19 00:00:00,,,
C23N386,2,2024-08-19 00:00:00,,,
C23N387,2,2024-08-20 00:00:00,,,
C23N388,2,2024-08-21 00:00:00,,,
C23N389,2,2024-08-22 00:00:00,,,
C23N390,2,2024-08-23 00:00:00,,,
C23N391,2,2024-08-24 00:00:00,,,
C23N392,2,2024-08-25 00:00:00,,,
C23N393,2,2024-08-26 00:00:00,,,
C23N394,2,2024-08-27 00:00:00,,,
C23N395,2,2024-08-28 00:00:00,,,
C23N396,2,2024-08-29 00:00:00,,,
C23N397,2,2024-08-30 00:00:00,,,
C23N398,2,2024-08-31 00:00:00,,,
C23N399,2,2024-09-01 00:00:00,,,
